0,国内,他人の家や車に「ブス」などと悪口描いたか 大学生の25歳女を逮捕,null,栃木県・宇都宮市で他人の家の壁や車に、スプレーで「ブス」などと書いたとして大学生の２５歳の女が逮捕されました。器物損壊の疑いで逮捕されたのは、宇都宮市に住む大学３年生の鈴木夕夏容疑者です。警察によりますと、鈴木容疑者は先月１９日の夜から翌日朝までの間に、近くに住む５９歳男性の家の壁や敷地内にあった車２台にスプレーを使い、「ブス」などと男性の家族に対する悪口を書いた疑いが持たれています。鈴木容疑者は、調べに対し、「スプレーを吹き付けたことは間違いありません」と容疑を認めているということです。鈴木容疑者は、先月、近くに住む別の男性の車にも落書きをしたとしてすでに逮捕されていて、この被害者の家族は鈴木容疑者の小学生時代の知人だったということです。警察は、動機などを詳しく調べています。
1,国内,「重点化」が「ゲンテン化」？　首相、所信表明で複数箇所言い間違い　,https://image.news.livedoor.com/newsimage/stf/c/1/c171f_1715_174737a3_f65e3b27-m.jpg,菅義偉首相が26日に行った所信表明演説では、新型コロナウイルス対策を巡り、医療資源を「重症者に重点化します」という部分を「重症者にゲンテン化します」と述べるなど、複数箇所で言い間違える場面があった。＜米への過剰同調やめねば中国に侮られる　寺島氏＞　演説の内容は26日朝の臨時閣議で決定しており、首相は議場で原稿を読み上げていた。だが、「薬価改定」を「薬価改正」、「策定」を「作成」、子どもの「貧困対策」を「貧困世帯」などと言い間違えたほか、東京オリンピック・パラリンピック開催に向けて「人類がウイルスに打ち勝った証しとして」の「打ち」を読み飛ばすなどした。【佐野格】
2,国内,「娘のために」殺害同意「あり得ない」　埼玉・春日部の26歳遺族主張　座間9人殺害公判,https://image.news.livedoor.com/newsimage/stf/7/b/7b8bb_1715_524d431c_b1338ca5-m.jpg,神奈川県座間市のアパートで2017年に9人の遺体が見つかった事件で、強盗・強制性交等殺人罪などに問われた白石隆浩被告（30）の裁判員裁判は26日、東京地裁立川支部（矢野直邦裁判長）で、5人目の被害者とされる埼玉県春日部市の女性（当時26歳）の事件の審理が始まった。元夫が証人出廷し、女性との間には9歳になる娘がおり、「子どものことを第一に考える人だった。（殺害に同意することは）あり得ない」と答えた。＜初公判＞淡々と「間違いありません」　寝ている?場面も　検察側の質問に答えた元夫は「裕福でなかったので、食べ物や着る物も娘を優先させていた」と振り返った。娘は今も事件のことを知らず、元夫に「ママはどこに行ったの」と問いかけるという。昨年、墓参りをした際に伝えようとしたが、「勇気がなくて言えなかった」と声を詰まらせた。　検察側は、女性は一時同居していた義理の両親と関係が悪くなり、精神的に不安定になったと指摘。17年8月に離婚し、同年9月23日にツイッターで被告と知り合うと、24日に被告宅に向かって被害に遭ったとしている。殺害への承諾があったとする弁護側の主張について、「離婚後も一緒にいたいと本人から聞いており、あり得ない」と語った。過去には「自殺を止めてほしい」と伝えられたこともあったと述べた。　女性の母も出廷。「もう二度と娘に会えないと思うと生きていくのも苦しい」と涙声で語った。「そばにいてあげればこうはならなかったのか」と自分を責めたこともあるといい、白石被告に対しては「ずっと苦しい気持ちで生きていかねばならないことを分かってほしい」と訴えた。元夫と母はともに死刑を求めた。　法廷では傍聴人や被告から証人の姿が見えないよう、ついたてが立てられた。【林田奈々】
3,国内,Nintendo Switchの供給状況が回復か「店頭で普通に買えた」報告多数,null,任天堂の家庭用ゲーム機「ニンテンドースイッチ」が家電量販店などの店頭に戻り始めている。新型コロナウイルスの感染拡大に伴う生産遅延および需要増で、2月ごろから品薄が続いていたニンテンドースイッチ本体（ライトを含む）の供給状況が回復したとみられる。ツイッターでは9月以降、「店頭でスイッチが普通に買えた。抽選販売なんていらなかった」といった報告が多数寄せられている。キャリコネニュース編集部が10月25日、ヨドバシカメラ秋葉原店を訪れたところ、確かに本体が売っている。特に客が群がる様子もなく、あっけなく購入できてしまった。26日に同じくヨドバシカメラのさいたま新都心駅前店も確認したが、いずれのカラーも販売中だった。かつては抽選倍率100倍となっていたが……任天堂は2月、新型コロナウイルスの影響で一部部品の調達に支障があるとして、生産および出荷の遅延を発表。その後、6月には「生産状況はほぼ回復」（同社広報）と回答していたものの、外出自粛や人気ソフト発売などに伴う需要増から品薄が続いていた。同社の広報担当者に出荷、流通状況を問い合わせると「出荷状況等に関しては特にお伝えしていません」として明言を避けた。メルカリでは一時、ニンテンドースイッチ本体の定価2万9980円（税別）を2倍近く上回る6万円前後の高額転売が横行。公式通販サイト「マイニンテンドーストア」や各家電販店などでは抽選販売を実施し、6月には倍率が100倍以上にのぼることもあった。10月現在も、人気シリーズ「あつまれ　どうぶつの森」同梱版など一部モデルでは抽選販売を継続しているものの、供給状況はおおよそ回復したとみられる。「マイニンテンドーストア」は26日までにスイッチライトの販売を再開。ビックカメラ.comでは、ニンテンドースイッチ本体（ネオンブルー／ネオンレッド）が「メーカー在庫あり」、スイッチライトの各カラーは「在庫あり」と表示されていた。メルカリでは、取引相場が3万円台に下落。直近の2〜3日では、3万円台後半の出品にはほとんど買い手が付いておらず、2万円台後半〜3万円台前半の中古品が人気だった。新品定価を考えると、転売ヤーが手数料・送料を差し引いて利益を出すことは、現在は難しくなっていると言えるだろう。
4,国内,コンビニで下半身を約15分を露出も気付かれず のちに男を逮捕,https://image.news.livedoor.com/newsimage/stf/d/e/debe8_188_941a298e_ed35ae9e-m.jpg,25日、愛知県名古屋市天白区のコンビニエンスストアの店内で下半身を露出して歩いたとして、32歳の男が逮捕された。　男は6月17日午前1時頃、天白区のコンビニエンスストアで、約15分間下半身を露出して歩いた疑いが持たれている。警察によると、当時店内に客はおらず、女性店員もその事実に気がついておらず、うろついた後飲み物を買って店を出た。　​>>28歳男、路上で下半身を露出し局部をスマホライトで照射「キャーと逃げていくことに快感」ドン引きの声<<​​​　女性店員は、男の15分間店内を練り歩くという行動に疑問を持ち、防犯カメラの映像を確認。その結果、男がチャックから下半身を露出していることに気が付き、警察に通報。映像などを元に捜査を進めていた。　その結果、25日になり、同区に住む32歳男の犯行である可能性が高まり、公然わいせつの疑いで逮捕された。男は警察の取り調べに対し、容疑を認めているという。動機は判明していないが、いわゆる露出狂の類である可能性が高いと見られている。誰も気が付かなかったのは、不幸中の幸いだった。　15分間下半身を露出して歩いたにもかかわらず人知れず退店し、その後防犯カメラの映像を元に捕まるという事件に「ダサすぎる。15分ウロウロするだけでもかなり不審だけど、プラスアルファがあっても気がついてもらえないなんて。色々とお粗末だね」「驚いてもらいたかったんだろうが、情けないね」と憐れむ声が上がる。　また、「気が付かれなかったと言っても犯罪であることには変わりない。許せない」「決して笑い話じゃない。こういう人間がエスカレートして酷い性犯罪を起こす」「映像とは言え、見たくないものを見せつけた罪は重い」という声もあった。　色々なものがお粗末だった今回の事件。警察には再犯防止も含め、しっかりと対応してもらいたい。
5,国内,伊藤詩織さん、虚偽告訴などの疑いで9月末に書類送検 元TBS記者が投稿,https://image.news.livedoor.com/newsimage/stf/9/9/99186_1322_3dc0fd9b_789beff4-m.jpg,"ジャーナリストの伊藤詩織さんが元TBS記者の山口敬之さんから性暴力被害を受けたと訴えた事件に関連して、伊藤さんが書類送検されていたことがわかった。関係者によると、まだ最終的な処分は出ていないという。●現在、民事訴訟がおこなわれている伊藤さんは、2015年4月に山口さんから性暴力を受けたと被害を訴えて、山口さんが同年8月、準強姦罪（当時）の疑いで書類送検されたが、山口さんは2016年7月、嫌疑不十分のため不起訴処分となった。伊藤さんは2017年9月、慰謝料などをもとめて東京地裁に提訴。山口さんは名誉毀損だとして反訴したが、東京地裁は2019年12月、山口さんが合意のないまま性行為に及んだと認めて、山口さんに330万円の支払いを命じた。現在、山口さんが不服として控訴している。●山口さんが刑事告訴していたこうした状況の中、山口さんは10月25日、自身のフェイスブックを更新して、伊藤さんが書類送検されたことは事実だなどと投稿した。投稿によると、山口さんは2019年6月、伊藤さんが虚偽の犯罪被害を捏造して警察や裁判所に訴え出たうえに、「デートレイプドラッグを盛られた」などと名誉を傷つけたとして、警視庁に刑事告訴していた（同年7月正式受理）。容疑は、虚偽告訴と名誉毀損で、警視庁から、ことし9月28日に書類送検されたという連絡があったという。伊藤さんは9月23日、自身のフェイスブック上で「今月は突然、警視庁から虚偽告訴、名誉毀損罪で取り調べを受けた」という内容を投稿していた。●原則として、捜査事件はすべて送検されるそもそも書類送検とはどういうものなのだろうか。刑事訴訟法には次のように書かれている。「司法警察員は、犯罪の捜査をしたときは、この法律に特別の定のある場合を除いては、速やかに書類及び証拠物とともに事件を検察官に送致しなければならない」（同246条本文）要するに、警察は""原則""として、捜査した事件はすべて送致（送検）しなければならないのだ。このうち書類送検は、捜査対象の人を逮捕せずに、捜査書類だけを検察官に送致する手続きをいう。また今回のような告訴事件について、刑事訴訟法には、次のように書かれている。「司法警察員は、告訴又は告発を受けたときは、速やかにこれに関する書類及び証拠物を検察官に送付しなければならない」（同242条）書類送検されたあとは、起訴するか、不起訴処分（嫌疑不十分・起訴猶予）とするか、検察官が判断することになっている。【編集部より】刑事訴訟法242条について加筆しました（2020年10月26日17時35分）"
6,国内,「鬼滅の刃を見たいので、休みます」ラーメン屋の休業理由が話題,null,"「鬼ヒット」とも呼ばれているのが、劇場版「鬼滅の刃」無限列車編だ。2020年10月16日の公開からわずか10日間で、興行収入100億円を突破したと発表されている。そんな中、「鬼滅の刃を見たいので、休みます」という貼り紙をして、臨時休業する店も現れ、話題となっている。近所のラーメン屋来たら鬼休みだった pic.twitter.com/jNjnL3bFRP— オダッチェン子 (Oдaченко) (@sodatschko) October 22, 2020 貼り紙には、「お休みのお知らせ　10月22日、鬼滅の刃が見たいので、休みます」と書かれている。「実はちょうど1か月ぶりの休みなんです」という但し書きも付けられているが......。このツイートには、「近所のラーメン屋来たら、鬼休みだった」というコメントが添えられている。もはや「鬼休み」という造語が生まれるほどの、社会現象と言えるかもしれない。ツイッターには、こんな声が寄せられている。「この店長さん正直でいいですね！ええ、こんな時だから気分転換も必要です」「こういう休業、好き！」「こういうお店ってなんか憎めない」「日曜の呼吸」「会社休む理由に使お」Jタウンネット記者は、「鬼休み」を決断したラーメン店「ぱたぱた家」（東京都立川市）の店主を取材した。「どうしても見たかったんです」「む！ それは仕方ない！」      オダッチェン子さん（＠sodatschko）のツイートより  貼り紙が話題の「ぱたぱた家」はJR南武線の西国立駅から徒歩数分の場所に、今年3月に開業したばかりだ。まず、この貼り紙を発見し、ツイッターに投稿したオダッチェン子さん（＠sodatschko）に話を聞くと...。「1か月ぶりのお休みということで、たまたまそんな日に当たってしまって、僕も間が悪いなというのと（笑）、理由についてもわりと納得してしまったというのが正直なところです。ちなみに翌日にあらためて行って食べてきました」ちなみに、オダッチェン子さんと「ぱたぱた家」店主のタクマさん（＠patapataramen）は、ツイッター上でこんなリプライを交わしている。「申し訳ありません。どうしても見たかったんです またの機会お待ちしてまーす」（タクマさん）「いえいえ、まったく気にしていませんのでお気遣い無く！ むしろ『うむ！ それは仕方ない！』と煉獄さんばりに頷いておりましたｗ」（オダッチェン子さん）「ありがとうございます！ 麺柱目指して頑張ります」（タクマさん）      ぱたぱた家のタクマさん（＠patapataramen）のツイートより  次に、ぱたぱた家店主のタクマさんこと、丸田拓馬さんに話を聞いた。劇場版「鬼滅の刃」が見たかった理由をこう語った。「週刊少年ジャンプで『鬼滅の刃』の連載が始まった最初からずっと読んでいたので、映画が決まった瞬間から見に行こうと思っていました。もちろんTVアニメも観てました」2016年2月の連載スタート当初からのファンであることを強調した。けっしてニワカじゃない、筋金入りの鬼滅ファンだったのだ。10月22日をお休みに決めた訳を聞くと......、「嫁と見に行く予定だったので、嫁の休みに合わせました」と丸田さん。なんとも泣かせる理由だった。映画館は立川のシネマシティだという。「映像のクオリティが凄くて最高でした」と、大満足の様子だった。      ぱたぱた家のタクマさん（＠patapataramen）のツイートより  常連のお客様からの反応はどうだったのか？「正直な休み方好きって言ってくれる方がけっこういました」意外にも、かなり好評だったようだ。確かに、冒頭のツイートにも、「これは仕方ない」「もっと休んでもいい」といった声が多かった。「鬼休み」......、いまや社会に許容されるライフスタイルかもしれない。「映画『鬼滅の刃』を観たいから」と、休む理由をきっぱり明言する。Jタウンネット記者も、これからそうしようと思った。"
7,海外,新型コロナが原因で「1型糖尿病」に？危険な関係に新たな懸念 米,https://image.news.livedoor.com/newsimage/stf/0/1/01c50_769_081c30299f8cd9f836889fc7d4ba3ef1-m.jpg,Chad　Terhune［１９日　ロイター］ - マリオ・ブエルナさん（２８）は、子どものいる健康な男性だった。それが発熱から呼吸困難に陥ったのは今年６月。間もなくＣＯＶＩＤ−１９（新型コロナウイルス）の陽性と診断された。数週間後、回復過程にあるように見えたブエルナさんは、脱力感を覚え、嘔吐（おうと）するようになった。８月１日午前３時、彼はアリゾナ州メサの自宅で意識を失い、床に倒れた。救急隊員が彼を近くの病院に急送し、医師たちは昏睡（こんすい）状態を解消した後で集中治療室に運んだ。診断された病名は「１型糖尿病」。ブエルナさんは仰天し、震え上がった。これまで糖尿病の病歴など全くなかったからだ。医師からは「ＣＯＶＩＤ−１９が原因だ」と言われた、とブエルナさんは言う。ブエルナさんを襲った危機や類似の症例に見られるように、糖尿病とＣＯＶＩＤ−１９の危険な関係について新たな懸念が生じており、世界中の医師・科学者らが解明を急いでいる。ＣＯＶＩＤ−１９が糖尿病発症の引き金になりうると確信する専門家も多く、従来のリスク要因とは無縁だった一部の成人・子どもでさえ、例外ではないという。糖尿病患者がＣＯＶＩＤ−１９に罹患（りかん）した場合、重症化・死亡のリスクがかなり高くなることは、すでに十分に報告されている。米国の保健当局者は７月、ＣＯＶＩＤ−１９による死者の４０％近くは糖尿病を患っていたことを明らかにした。ここに至って、ブエルナさんのような症例からは、２つの疾病の関係が双方向であることがうかがわれる。キングスカレッジ・ロンドンで代謝障害・肥満治療部門を率いる糖尿病研究者のフランチェスコ・ルビノ博士によると「ＣＯＶＩＤ−１９は、ゼロから糖尿病を発症させる可能性がある」という。ルビノ博士は、グローバル規模で症例を収集している国際チームを率いている。目的は、今回のパンデミックにおける最大の謎の１つを解明することだ。同氏によれば、検証のために症例提供を申し出た医師は当初３００人以上いたが、感染例が再び急増する中で、協力する医師の数はさらに増えると予想している。ルビノ博士はロイターに対し「こうした（糖尿病を発症させる）症例は、世界各地、あらゆる大陸から集まっている」と語った。このグローバル規模の症例収集プロジェクトの他に、米国立衛生研究所も、新型コロナウイルスが高血糖値と糖尿病の原因になる仕組みの研究に資金を提供している。こうした状況では症状が急速に進み、生命を脅かす可能性がある。症状が表面化するのはＣＯＶＩＤ−１９に罹患してから数カ月も後になる場合があり、問題の全容と長期的な影響が判明するのは年明け後、かなり先になりそうだ。ＣＯＶＩＤ−１９が広い範囲で糖尿病の引き金になるということが、散発的なエビデンスだけでなく、決定的に証明されるまでには、さらに集中的な研究が必要となる。米国糖尿病協会の医療・科学部門代表のロバート・エッケル博士は「今のところ、答えよりも疑問の方が多い」と話す。「私たちは今、全く新しい形の糖尿病に取り組んでいるのかもしれない」と説明した。＜「ひどく恐ろしい」診断＞１型糖尿病は、人体の免疫システムが誤って膵臓のインスリン分泌細胞を破壊してしまい、血糖値の調整を阻害することで発症する。米国内の患者は約１６０万人だ。もっと広く見られるのは２型糖尿病で、約３０００万人の米国民が罹患している。こちらの患者ではインスリン分泌は続いているものの、長年の間に細胞がインスリン耐性を獲得してしまい、血糖値の上昇を抑えられなくなる。これまでにも、インフルエンザや既知のコロナウイルスなどによる感染症と関連した１型糖尿病の症例はあった。感染によって人体がストレスを受け、血糖値が上がることは分かっている。だが、これは糖尿病になりやすい素因を持つ人に生じやすい症状だった。最終的に糖尿病を発症する人は一部に限られ、科学者らはその理由をまだ完全には理解していない。今年になって医師たちが目にしているのは、加齢や肥満といった２型糖尿病のリスク要因を持たないのに、ＣＯＶＩＤ−１９罹患後に糖尿病の急性症状を発現する人々である。１型糖尿病の場合、初期症状として極端な喉の渇き、頻尿、体重減少などがある。アーサー・シミスさんには、これらが糖尿病の徴候とは全く分からなかった。この夏、アーサーさんと妻のサラさんは、１２歳の息子アティカスくんがやせた様子で、寝てばかりいることに気づいた。夫妻は、パンデミックのために家に閉じこもってばかりいるストレスか、成長期にあるせいだろうと考えた。７月９日、アティカスくんの症状が続くため、アーサーさんは息子をネバダ州ガードナービルの自宅に近い緊急医療センターに連れて行った。医療スタッフは血糖値と尿中のケトン値が危険な高さになっていることに気づいた。どちらも、アティカスくんが糖尿病性ケトアシドーシス（ＤＫＡ）に陥っていることを示していた。医師はシミスさんに、新たに診断された１型糖尿病による昏睡を回避するには、直ちに病院での治療が必要だと告げた。父子は最も近いリノの病院まで５０マイルを救急車で運ばれた。このときアーサーさんは「どうして息子が糖尿病に」と医師たちに尋ねたという。「ひどく恐ろしかった」──。アーサーさんは、息子が新型コロナウイルスに感染していたと考えている。この春、妻サラさんとともに症状が見られたからだ。夫妻は緊急医療センターを訪ねたが、当時は検査実施の基準が厳格化されていたため、新型コロナウイルスの検査は受けなかった。カルテによれば、集中治療室（ＩＣＵ）での検査ではアティカスくんは新型コロナ陰性と診断された。だが、何週間も前にウイルスを身体に取り込んでいたか否かを判定する抗体検査を受けたことはない。＜経済的困窮という追い打ち＞糖尿病の急性症状から生還しても、新たに糖尿病の診断を受けた患者の生活は激変する。投薬その他糖尿病を管理するための医療用品には毎月数百ドルの費用がかかり、多くの地域では、内分泌科医の診察を受けるには長く待たされるのが一般的だ。アリゾナ州の患者、ブエルナさんの場合、診断を受けてから２カ月以上も経過したが、継続的な血糖値測定の保険適用については、加入しているメディケイド制度での承認待ちが続いている。病気のために彼は何週間も仕事に行けず、家計は窮迫した。妻のエリカさんは妊娠８カ月で、３歳の娘カタリーナちゃんもいる。ブエルナさんがまだＩＣＵにいた８月２日、一家は立ち退き通知を受けた。食事をフードバンク（無料給食所）に頼ることもある。ブエルナさんは入院中、家族の見舞いも制限されたことでうつ状態に陥ったという。元気づけてくれたのは、姉妹からの電話だったという。「子どもたちの成長を見守れるように、元気になりたい」と彼は言う。「まだ、この世を去るわけにはいかない」と──。（翻訳：エァクレーレン）
8,海外,【海外発！Breaking News】手指消毒剤で遊んでいた6歳女児が顔に火傷　ライターの火が引火「消毒剤はあっという間に燃え広がる」母親が警鐘鳴らす（米）,https://image.news.livedoor.com/newsimage/stf/f/c/fcec7_196_5b1ae3a6_bb619fd0-m.jpg,"米オハイオ州に住む6歳女児が、手指消毒剤で遊んでいて顔に火傷を負った。近所の子がライターで消毒剤に火をつけたのが原因で、あっという間に燃え上がったという。事故から数か月が経ち、母親が『The Sun』『Mirror』のインタビューに応じて警鐘を鳴らした。【この記事の他の写真を見る】米オハイオ州トレド在住の3児の母ラリサ・シャルフェンベルクさん（Larrissa Schaffenberg、29）は今から数か月前、子供たちをベビーシッターに任せて仕事に出かけた。自宅にはいとこも来ており、仕事に出かけてしばらくするとベビーシッターから携帯電話に連絡があった。ラリサさんは「家を出て45分も経っていなかったと思います。ベビーシッターはかなり動揺しており、『6歳のイザベラ（Izabella）が火傷をしたので、急いで病院に来て下さい』と言われたのです。私はパニックに陥り、すぐに職場を後にしました」と当時を振り返り、火傷の原因についてこのように語った。「その日、子供たちは前庭で手指消毒剤（ハンドサニタイザー）で遊んでおり、正面玄関の手摺りの部分にチューブに入った消毒剤を絞り出していたずらしていたようです。」「そのうち近所の子供の1人がライターを持って現れ、消毒剤に火をつけたのです。その火は一気に燃え上がり、そばにいたイザベラの顔に燃え移りました。」この事故でイザベラちゃんは両耳から顎にかけて火傷を負い、1日だけ入院して手当てを受けた。幸いなことに皮膚移植の必要はないというが、現在は火傷痕やケロイドの部分に着用して適当な圧力を加え、治療薬を投与することが可能な圧迫装具（加圧ガーメント）を1日23時間つけている。ラリサさんは「イザベラの傷口が乾燥するまでには時間がかかり、本人は痛みもあってかなり落ち込んでいました。また自分の顔が酷く爛れてしまったことに傷つき、鏡を見ることを嫌がりました。ガーメントをつけてもう3か月になりますが、最近になってやっと鏡で自分の顔を見ることができるようになったのです。娘はあの事故がトラウマになってしまったようです」と語ると、次のように世間に対して注意喚起した。「コロナ禍で手指消毒剤はどの家庭にもあると思いますが、消毒剤に火を近づけると、あっという間に炎に包まれます。アルコールが含まれている消毒剤は引火しやすく、大変危険であるということを多くの人に知ってもらいたいと思います。」このニュースには「一番危険なのはライター」「消毒剤も飲んでしまったりしたら危険。きちんとしまっておかなかった親の責任が大きい」「ベビーシッターは何をしていたの？　消毒剤で遊んでいる時点で止めるべきだった」「防ぐことができた事故だけに子供がかわいそう」といったかなり辛口な指摘が寄せられている。ちなみに今年8月にもタイで、3歳男児が消毒用ジェルで遊んでいて火傷を負っている。今回と同様、ライターを持ち出して火をつけたのが原因だという。消毒剤の需要急増を受けて、消防局は「手の消毒は火気から離れた場所で行い、十分乾燥させてから火を使う調理などを行いましょう。また車の中などの密閉された高温下に消毒剤を放置すると発火することもあるため、取り扱いには十分注意してください」と呼びかけている。画像は『The Sun　2020年10月24日付「PARENTS’ NIGHTMARE Girl, 6, left with horrific burns to her face after hand sanitizer CAUGHT FIRE while she was playing with it」（Credit: Caters News Agency）』のスクリーンショット（TechinsightJapan編集部　A.C.）"
9,海外,「東京の街並み」の動画に中国人驚き「静かできれい」「詩的な趣」,https://image.news.livedoor.com/newsimage/stf/0/8/083ad_620_b3741df9_64296d44-m.jpg,日本は観光立国を目指した取り組みが奏功し、毎年世界中から大勢の観光客が訪問する国となったが、そのなかで最も多いのは中国人だった。２０２０年は新型コロナウイルスのため泣く泣く日本旅行を断念した中国人は数多くいるはずだが、そんな日本に来られない中国人に向けて、中国の動画配信プラットフォーム・西瓜視頻はこのほど、「東京の街並み」を紹介する動画を配信した。　この動画は、ただひたすら夕暮れの東京の街並みを撮影したもので、日本人には何ということはない風景だが、中国人からすれば驚きに満ちた風景だったようで、動画には多くの反響が寄せられている。最も多い反応は、中国とは全く違う「静けさ」を指摘したものだ。東京が日本の事実上の首都であるにもかかわらず、人の姿がそれほど多くはなく、しんと静まり返っていることに衝撃を受けた中国人が多かったようだ。それもそのはず、中国の都市部では繁華街はもちろんのこと、路地裏など「どこに行っても人がいる」のが普通であり、静まり返った場所などほとんど存在しないからだ。　ある中国人ネットユーザーは、「静かできれい。理想的だ」と称賛していた。静かすぎて不自然だという中国人もいたが、それは喧騒が絶えない中国と比較してのことだろう。「喧嘩もない、クラクションの音も聞こえない」、「大音量の宣伝もない」、さらには「広場でダンスを踊る中年女性はいないのか」など、中国では当たり前の騒がしさが見られないことに驚くコメントが非常に多く見られた。　また、「日本の街並みの美しさ」に目を止めた人も多かった。「不思議なほどきれいだ」、「詩的な趣がある」といった感想や、「台湾で感じたような、静かな時間の流れがある」とコメントした人もいた。中国の大都市は、高い建物と先進的な設備をどんどん導入し、日本などの先進国に追いつくために清掃員を雇って路上を清掃しているが、目指している美しさの種類が違うようだ。同じ中華圏でも、台湾の方が似た雰囲気だというのは日本統治時代の名残なのかもしれない。　中国人にとって、静かできれいな日本の日常は異世界のように感じるのだろう。新型コロナ感染拡大で日本に来られない外国人が多いなか、こうした動画で日本旅行の気分を味わう中国人は多いようだ。（編集担当：村山健二）（イメージ写真提供：１２３ＲＦ）
